model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,link,min_width,target,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.26.0.0,SlopBed,2.26.0.0,adjust the size of intervals,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_slopbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.26.0.0,Genome Coverage,2.26.0.0,compute the coverage over an entire genome,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_genomecoveragebed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.26.0.0,BED12 to BED6,2.26.0.0,converter,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_bed12tobed6%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.26.0.0,ShuffleBed,2.26.0.0,randomly redistrubute intervals in a genome,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_shufflebed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_overlapbed/2.26.0.0,OverlapBed,2.26.0.0,computes the amount of overlap from two intervals,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_overlapbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.26.0.0,BED to IGV,2.26.0.0,create batch script for taking IGV screenshots,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_bedtoigv%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.26.0.0,Compute both the depth and breadth of coverage,2.26.0.0,of features in file B on the features in file A (bedtools coverage),[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_coveragebed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.26.0.0,Convert from BAM to FastQ,2.26.0.0,,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_bamtofastq%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.26.0.0,TagBed,2.26.0.0,tag BAM alignments based on overlaps with interval files,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_tagbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.26.0.0,ExpandBed,2.26.0.0,replicate lines based on lists of values in columns,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_expandbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,FlankBed,2.26.0.0,create new intervals from the flanks of existing intervals,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_flankbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.26.0.0,ClusterBed,2.26.0.0,cluster overlapping/nearby intervals,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_clusterbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,Intersect intervals,2.26.0.0,find overlapping intervals in various ways,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_intersectbed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.26.0.0,GetFastaBed,2.26.0.0,use intervals to extract sequences from a FASTA file,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_getfastabed%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.26.0.0,MapBed,2.26.0.0,apply a function to a column for each overlapping interval,[],,[],[],,true,"[{""value"":""bedtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbedtools%2Fbedtools_map%2F2.26.0.0,-1,galaxy_main,bed,BED,regular,bedtools,iuc,e0cec48a4695,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.1.20160309.0,MACS2 bdgcmp,2.1.1.20160309.0,Deduct noise by comparing two signal tracks in bedGraph,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_bdgcmp%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.1.20160309.0,MACS2 bdgbroadcall,2.1.1.20160309.0,Call broad peaks from bedGraph output,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_bdgbroadcall%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.1.20160309.0,MACS2 refinepeak,2.1.1.20160309.0,Refine peak summits and give scores measuring balance of forward- backward tags (Experimental),[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_refinepeak%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.1.20160309.0,MACS2 bdgdiff,2.1.1.20160309.0,Differential peak detection based on paired four bedgraph files,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_bdgdiff%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_predictd/2.1.1.20160309.0,MACS2 predictd,2.1.1.20160309.0,Predict 'd' or fragment size from alignment results,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_predictd%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.1.20160309.0,MACS2 callpeak,2.1.1.20160309.0,Call peaks from alignment results,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_callpeak%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_filterdup/2.1.1.20160309.0,MACS2 filterdup,2.1.1.20160309.0,Remove duplicate reads at the same position,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_filterdup%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.1.20160309.0,MACS2 randsample,2.1.1.20160309.0,Randomly sample number or percentage of total reads,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_randsample%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0,MACS2 bdgpeakcall,2.1.1.20160309.0,Call peaks from bedGraph output,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmacs2%2Fmacs2_bdgpeakcall%2F2.1.1.20160309.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,macs2,iuc,f5d67c722d67,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,StringTie merge,1.3.3,transcripts,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fstringtie%2Fstringtie_merge%2F1.3.3,-1,galaxy_main,rna_seq,RNA-seq,regular,stringtie,iuc,6e45b443ef1f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.3.3,StringTie,1.3.3,transcript assembly and quantification,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fstringtie%2Fstringtie%2F1.3.3,-1,galaxy_main,rna_seq,RNA-seq,regular,stringtie,iuc,6e45b443ef1f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.0,DiffBind,2.2.0,differential binding analysis of ChIP-Seq peak data,[],,[],[],,true,"[{""value"":""diffbind"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fdiffbind%2Fdiffbind%2F2.2.0,-1,galaxy_main,chip_seq,ChIP-seq,regular,diffbind,bgruening,69138bfd8644,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax/1.2,Convert Kraken,1.2,data to Galaxy taxonomy representation,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fkraken2tax%2FKraken2Tax%2F1.2,-1,galaxy_main,metagenomic_analysis,Metagenomic Analysis,regular,kraken2tax,devteam,f03c7ba8d8bc,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.6.1,Krona pie chart,2.6.1,from taxonomic profile,[],,[],[],,true,"[{""value"":""taxonomy_krona_chart"",""type"":""bio.tools""},{""value"":""krona"",""type"":""bio.tools""},{""value"":""taxonomy_krona_chart"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fcrs4%2Ftaxonomy_krona_chart%2Ftaxonomy_krona_chart%2F2.6.1,-1,galaxy_main,metagenomic_analysis,Metagenomic Analysis,regular,taxonomy_krona_chart,crs4,73486cc6170e,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.39,DESeq2,2.11.39,Determines differentially expressed features from count tables,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fdeseq2%2Fdeseq2%2F2.11.39,-1,galaxy_main,rna_seq,RNA-seq,regular,deseq2,iuc,24a09ca67621,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.15.1,Map with BWA,0.7.15.1,- map short reads (< 100 bp) against reference genome,[],,[],[],,true,"[{""value"":""bwa"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbwa%2Fbwa%2F0.7.15.1,-1,galaxy_main,mapping,Mapping,regular,bwa,devteam,53646aaaafef,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1,Map with BWA-MEM,0.7.15.1,- map medium and long reads (> 100 bp) against reference genome,[],,[],[],,true,"[{""value"":""bwa"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fbwa%2Fbwa_mem%2F0.7.15.1,-1,galaxy_main,mapping,Mapping,regular,bwa,devteam,53646aaaafef,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,DiffBind,2.2.1,differential binding analysis of ChIP-Seq peak data,[],,[],[],,true,"[{""value"":""diffbind"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fdiffbind%2Fdiffbind%2F2.2.1,-1,galaxy_main,chip_seq,ChIP-seq,regular,diffbind,bgruening,b5839ce0befb,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.1.3,MPileup,2.1.3,multi-way pileup of variants,[],,[],[],,true,"[{""value"":""samtools"",""type"":""bio.tools""},{""value"":""samtools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fsamtools_mpileup%2Fsamtools_mpileup%2F2.1.3,-1,galaxy_main,sam_bam,SAM/BAM,regular,samtools_mpileup,devteam,583abf29fc8e,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicatesWithMateCigar/2.7.1.0,MarkDuplicatesWithMateCigar,2.7.1.0,examine aligned records in BAM datasets to locate duplicate molecules,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_MarkDuplicatesWithMateCigar%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/2.7.1.0,ReorderSam,2.7.1.0,reorder reads to match ordering in reference sequences,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_ReorderSam%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,MarkDuplicates,2.7.1.1,examine aligned records in BAM datasets to locate duplicate molecules,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_MarkDuplicates%2F2.7.1.1,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/2.7.1.1,SortSam,2.7.1.1,sort SAM/BAM dataset,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_SortSam%2F2.7.1.1,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups/2.7.1.0,AddOrReplaceReadGroups,2.7.1.0,add or replaces read group information,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_AddOrReplaceReadGroups%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,QualityScoreDistribution,2.7.1.0,chart quality score distribution,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_QualityScoreDistribution%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/2.7.1.0,CleanSam,2.7.1.0,perform SAM/BAM grooming,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_CleanSam%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MeanQualityByCycle/2.7.1.0,MeanQualityByCycle,2.7.1.0,chart distribution of base qualities,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_MeanQualityByCycle%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectBaseDistributionByCycle/2.7.1.0,CollectBaseDistributionByCycle,2.7.1.0,charts the nucleotide distribution per cycle in a SAM or BAM dataset,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_CollectBaseDistributionByCycle%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,NormalizeFasta,2.7.1.0,normalize fasta datasets,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_NormalizeFasta%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/2.7.1.0,EstimateLibraryComplexity,2.7.1.0,assess sequence library complexity from read sequences,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_EstimateLibraryComplexity%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,Collect Alignment Summary Metrics,2.7.1.1,writes a file containing summary alignment metrics,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_CASM%2F2.7.1.1,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/2.7.1.0,CollectWgsMetrics,2.7.1.0,compute metrics for evaluating of whole genome sequencing experiments,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_CollectWgsMetrics%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/2.7.1.0,FastqToSam,2.7.1.0,convert Fastq data into unaligned BAM,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_FastqToSam%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/2.7.1.0,MergeBamAlignment,2.7.1.0,merge alignment data with additional info stored in an unmapped BAM dataset,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_MergeBamAlignment%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/2.7.1.0,FilterSamReads,2.7.1.0,include or exclude aligned and unaligned reads and read lists,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_FilterSamReads%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,CollectRnaSeqMetrics,2.7.1.1,collect metrics about the alignment of RNA to various functional classes of loci in the genome,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_CollectRnaSeqMetrics%2F2.7.1.1,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/2.7.1.0,RevertOriginalBaseQualitiesAndAddMateCigar,2.7.1.0,revert the original base qualities and add the mate cigar tag,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_RevertOriginalBaseQualitiesAndAddMateCigar%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/2.7.1.0,ValidateSamFile,2.7.1.0,assess validity of SAM/BAM dataset,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_ValidateSamFile%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectGcBiasMetrics/2.7.1.0,CollectGcBiasMetrics,2.7.1.0,charts the GC bias metrics,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_CollectGcBiasMetrics%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_DownsampleSam/2.7.1.0,Downsample SAM/BAM,2.7.1.0,Downsample a file to retain a subset of the reads,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_DownsampleSam%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertSam/2.7.1.0,RevertSam,2.7.1.0,revert SAM/BAM datasets to a previous state,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_RevertSam%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BedToIntervalList/2.7.1.0,BedToIntervalList,2.7.1.0,convert coordinate data into picard interval list format,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fpicard%2Fpicard_BedToIntervalList%2F2.7.1.0,-1,galaxy_main,picard,Picard,regular,picard,devteam,fc288950c3b7,toolshed.g2.bx.psu.edu
